name,phone,website,category,address
"nykaa Fashion","","","clothes"," ,  "
"Kerala Pavilion","","","restaurant"," ,  "
"Taiki","","","restaurant"," ,  "
"Gongura Grand","","","restaurant"," ,  "
"Geist Brewing Co. Hennur","+918867707102","https://geist.com","pub"," , Bengaluru 560064"
"Celeb's","","","restaurant"," ,  "
"The Reservoire","+919148909148","https://www.thereservoire.com","pub"," , Bengaluru 560095"
"DailyBasket","","","convenience"," ,  "
"Grasshopper","+91 80501 65130","","restaurant"," ,  "
"UTBT - Under The Banyan Tree","","","fast_food"," ,  "
"Planet Sports (Yonex Dealership)","","","sports"," ,  "
"Sportfit","","","sports"," ,  "
"Sai food junction","","","restaurant"," ,  "
"Step Right Up","","","fast_food"," ,  "
"Swathi Grand Veg","","","fast_food"," ,  "
"Featherlite Living","","","furniture"," ,  "
"The food corner","","","restaurant"," ,  "
"Thejus Dental Clinic","","","dentist"," ,  "
"Rohit hot chips","","","bakery"," ,  "
"Pharma Point","","","pharmacy"," ,  "
"Sri Brahmalingeshwara Juice And Condiments","","","fast_food"," ,  "
"Talk of The Town","","","bar"," ,  "
"Gabru Di Chaap","","","restaurant"," ,  "
"Al Taza","","","fast_food","1025 80 Feet Road,  "
"Sri Ayodhya Veg","","","fast_food"," ,  "
"Mini Samrat Veg","","","restaurant"," ,  "
"Sri Horanadu Cafe","","","fast_food"," ,  "
"Pincode 24","","","pub"," ,  "
"Dragon View","","","fast_food"," ,  "
"Grill Nights","","","fast_food"," ,  "
"Panoor Restaurant & Cafe","","","fast_food"," ,  "
"Sri Ram Medicals","","","pharmacy"," ,  "
"A1 Ambur Biryani","","","fast_food"," ,  "
"Bangalore's Spicy Bites","","","fast_food"," ,  "
"Panasam Food Court","","","fast_food"," ,  "
"SGS Non Veg","","","fast_food"," ,  "
"Rotana Cafe","","","restaurant"," ,  "
"Indian Dum Biriyani","","","restaurant"," ,  "
"Ambur Dum Biriyani","","","restaurant"," ,  "
"Chai Kada","","","cafe"," ,  "
"Supra Dental Care","","","dentist"," ,  "
"Pita Pocket Factory","","","restaurant"," ,  "
"RCT Dental Inn","","","dentist"," ,  "
"Leather Lounge","","","furniture"," ,  "
"LifeTree Cafe","","","restaurant"," ,  "
"Chandrika Hotel","","","fast_food"," ,  "
"Kanteen","","","restaurant"," ,  "
"Sri Krishna Medicals","","","pharmacy"," ,  "
"Sri Surya Bakery","","","bakery"," ,  "
"Sri Kenchamba","","","restaurant"," ,  "
"Hotel Sagar","","","restaurant"," ,  "
"Amogh Medical","","","pharmacy"," ,  "
"MRP Kick Tonic","","","bar"," ,  "
"Anand Readymade","","","clothes"," ,  "
"Amulya Veg Restaurant","","","restaurant"," ,  "
"Red Apple","","","clothes"," ,  "
"Tushar Bar","","","bar"," ,  "
"Ashok Ahaar","","","restaurant"," ,  "
"Friendship Clothing","","","clothes"," ,  "
"Sri Maruthi Gowdas Military Hotel","","","restaurant"," ,  "
"Salt Lake","","","restaurant"," ,  "
"Asha Pharma","","","pharmacy"," ,  "
"Xboom Drones","","","electronics"," ,  "
"Mylapore Cafe","","","cafe"," ,  "
"Royal Tandoor","","","restaurant"," ,  "
"iworld","","","electronics"," ,  "
"Zamam's Darbaar","","","restaurant"," ,  "
"Span Health Center","","","hospital"," ,  "
"Royal Biriyani","","","restaurant"," ,  "
"Party Hall Restaurant","","","restaurant"," ,  "
"SLV Canteen","","","fast_food"," ,  "
"Gowdru Mane Baduta","","","restaurant"," ,  "
"Vijayalakshmi Bar","","","bar"," ,  "
"SVS Medicals","","","pharmacy"," ,  "
"New Mangalore Hotel","","","restaurant"," ,  "
"Ganesh Juice","","","fast_food"," ,  "
"Kavery Bakery","","","bakery"," ,  "
"Vinayaka Tiffin Center","","","fast_food"," ,  "
"The Kingdom","","","fast_food"," ,  "
"Chikpet Saree Udyog","","","clothes"," ,  "
"Iyengars Amma Pastries","","","bakery"," ,  "
"Sri Vishnu Grand","","","restaurant"," ,  "
"Udupi Juice Junction","","","fast_food"," ,  "
"Adukale Malleshwaram Experience Store","","","convenience"," ,  "
"Laxmi Piles Clinic","","","clinic"," ,  "
"Bake Decor","","","bakery"," ,  "
"Sri Krishna Foodline","+91 95380 88881","","restaurant"," ,  "
"Juicy Creamz","","","fast_food"," ,  "
"Kaati King","","","restaurant"," ,  "
"Sri Sai Med Pharma","+91 98443 85199","","pharmacy"," ,  "
"Dr. Sahana's Skin & Hair Clinic","+91 70196 43144","","doctors"," ,  "
"Samutara Restaurant","","","restaurant"," ,  "
"New Taj","","","restaurant"," ,  "
"Tashann Multicuisine Restaurant","","","restaurant"," ,  "
"Nagavara Social","","","restaurant"," ,  "
"Manasi Roof Top Restaurant","+91 70909 55777","","restaurant","223/95 Varthur Road,  "
"S.G.R Bar & Restaurant","","","bar"," ,  "
"Smile Smart Dental & Implant Centre","","","hospital","13-14/1 Haralur Road, Electronic city post 560100"
"Hi Style World","","","furniture"," ,  "
"L.J Iyengar's Bakery & Sweets","","","bakery"," ,  "
"MS Corner Bar & Restaurant","","","bar"," ,  "
"Friends Pharma","","","pharmacy"," ,  "
"New Shahi Kabab Rolls Center","","","restaurant"," ,  "
"Uvin Care Hospital","","","hospital"," ,  "
"Mahendra Homes Pvt Ltd","","","estate_agent"," ,  "
"Bihari Chicken Wala","+91 9606401587","","fast_food"," ,  "
"Om Shakti Store","","","convenience"," ,  "
"Cosmo Clinic and Diagnostic Centre","+91 9845860225","","clinic"," ,  "
"S L N Store","","","convenience"," ,  "
"Ashwini Clinic","","","clinic"," ,  "
"Amrutha Medicals","","","pharmacy"," ,  "
"Raza Traders","+91 8970290607","","supermarket"," ,  "
"Maa Gayatri Veriety Store","","","convenience"," ,  "
"Maa Gayatri Roti Tadaka","","","fast_food"," ,  "
"Arya Bake's","","","bakery"," ,  "
"Sri Veer Teja Medical & Generalist Store","+91 8302284646","","pharmacy","117 ,  "
"Gowtham General Store","","","convenience"," ,  "
"Nakkshatra Pharma","","","pharmacy"," ,  "
"Nakkshatra Clinic","","","clinic"," ,  "
"Grill Smith","","","cafe"," ,  "
"Tibetan Mother's Kitchen","","","restaurant"," ,  "
"Absolute Barbecues","","","restaurant"," ,  "
"JP Nagara Social","","","restaurant"," Outer Ring Road, Bangalore 560078"
"Thelagram","","","restaurant"," ,  "
"URU Brewpark","","","pub"," ,  "
"Daily Bakehouse","","https://dailybakehouse.in","cafe","82 7th Cross Road,  "
"Just Loaf","","https://justloaf.in","restaurant","82 7th Cross Road,  "
"Fiero Pizza","","","restaurant"," ,  "
"The Belstreet","08041678314","https://www.thebelstreet.com/","cafe","205, New BEL Rd, KGE Layout, Devasandra Layout New BEL Road, Bengaluru 560054"
"Bong Connection","07259540540","","restaurant"," ,  "
"The Darshini","","","fast_food"," ,  "
"Ishaara","","","restaurant"," , Bengaluru 560092"
"Karigari","","https://karigariindia.com/","restaurant"," , Bengaluru 560092"
"Plaka","","https://linktr.ee/PlakaByChefAjayChopra","restaurant"," , Bengaluru 560092"
"Cafe Reset","","","cafe"," ,  "
"Sai Sparsh Hospital","","","hospital"," ,  "
"Jamie Oliver Kitchen","","","restaurant","950 12th Main Road,  "
"The Spice Studio","","","restaurant"," ,  "
"Sumukha Medicals","","","pharmacy"," ,  "
"Namm Kannada","","","cafe"," ,  "
"Kaggis Bakery","","","bakery"," ,  "
"Heathline Pharma and General Store","","","pharmacy"," ,  "
"Dharani Pharma","","","pharmacy"," ,  "
"Maa Vindhu Bhojanam","","","restaurant"," ,  "
"Cafe 19","","","cafe"," ,  "
"Real Value Mart","","","supermarket"," ,  "
"Ice Burg","","","fast_food"," ,  "
"Evo World Veg Cuisine","","","restaurant"," ,  "
"Sri Krishna Aramane","","","fast_food"," ,  "
"United Dental","","","dentist"," ,  "
"Balaji ENT Clinic","","","clinic"," ,  "
"Sabji Corner","","","fast_food"," ,  "
"Bliss Bakery","","","bakery"," ,  "
"Davangere Mirchi","","","fast_food"," ,  "
"Lakshmi General Store","","","pharmacy"," ,  "
"Veer Soningra Fancy Store","","","clothes"," ,  "
"Idly 24","","","fast_food"," ,  "
"Stop N Joy","","","fast_food"," ,  "
"Eat N Drink","","","fast_food"," ,  "
"Donne Biryani Corner","","","fast_food"," ,  "
"Bharath Furnitures","","","furniture"," ,  "
"Chowdeshwari Rice Traders","","","convenience"," ,  "
"JK Furniture","","","furniture"," ,  "
"Iyengar Sweets and Bakery","","","bakery"," ,  "
"Jagli Thindi","","","fast_food"," ,  "
"Century Ply","","","furniture"," ,  "
"Mitra Medical Centre","","","pharmacy"," ,  "
"SLV Refreshment","","","fast_food"," ,  "
"Clear Title","","https://www.cleartitlerealty.com/","estate_agent"," ,  "
"Bastian","","https://bastianhospitality.com/","restaurant","4 St. Mark's Road, Bengaluru 560001"
"Bombay Curry House","","","restaurant"," ,  "
"Radio Bar","+91 76194 36750","","restaurant"," ,  "
"Mr. Philly's American Cheeseburgers","","","restaurant"," ,  "
"Iyengar's Amma's Pastries","","","bakery"," ,  "
"Bismillah Provision Store","","","convenience"," ,  "
"Yaseen Store","","","convenience"," ,  "
"Hello Provision Store","","","convenience"," ,  "
"Aswad Medical Store","","","pharmacy"," ,  "
"Bengaluru City Hospital","","","hospital"," ,  "
"The Fisherman's Wharf","","","restaurant"," ,  "
"Azorte","","","clothes"," , Bengaluru 560092"
"Udupi Grand","","","restaurant"," ,  "
"F Square Cafe","","","cafe"," ,  "
"Highland Supermarket","","","supermarket"," ,  "
"Sofas & More","","","furniture"," ,  "
"Chota Swaad","","","fast_food"," ,  "
"The Thali House","","","restaurant"," ,  "
"Chowki","","","restaurant"," ,  "
"Slounge","","","bar"," ,  "
"My Fair Shoppe","","","supermarket"," ,  "
"Chaklivan","","","cafe"," ,  "
"Zamorins","","","restaurant"," ,  "
"Sri Ganesha Fruit Juice Centre","","","fast_food"," ,  "
"Lassi & Juice World","","","fast_food"," ,  "
"Posh","","","clothes"," ,  "
"SK Food Center","","","fast_food"," ,  "
"The Juice","","","fast_food"," ,  "
"The Modak","","","restaurant"," ,  "
"Third Wave Coffee Roasters","+917349791061","https://www.thirdwavecoffeeroasters.com/","cafe","249 14th Main Road, Bangalore 560102"
"Om Ganesh Fruit Juice Centre","","","fast_food"," ,  "
"Casio Home Needs","","","supermarket"," ,  "
"Dharmik Veg","","","restaurant"," ,  "
"Dow Tow","","","fast_food"," ,  "
"Bakers Day","","","bakery"," ,  "
"Prince Unique Collection","","","clothes"," ,  "
"Aspire Hospital","","","hospital"," ,  "
"Raidan Restuarant","","","restaurant"," ,  "
"Iftar Restaurant","","","restaurant"," ,  "
"Oh! Perch","","","restaurant"," ,  "
"Aroma Of Asia","","","fast_food"," ,  "
"Cardoza Clinic","","","clinic"," ,  "
"Cafe Idly","","","fast_food"," ,  "
"Cane Town","","","fast_food"," ,  "
"Arabian Mataan","","","restaurant"," ,  "
"Bismillah Biryani Point","","","fast_food"," ,  "
"SB Stores","","","convenience"," ,  "
"Sai Divine ENT","","","clinic"," ,  "
"Thakur Food Point","","","fast_food"," ,  "
"Vishnu's","","","fast_food"," ,  "
"Jayaraj Furniture","","","furniture"," ,  "
"Namma Dosa","","","restaurant"," ,  "
"New Delicacy","","","restaurant"," ,  "
"Maggi Station","","","fast_food"," ,  "
"NMIT Bakery","","","bakery"," ,  "
"NMIT Canteen","","","fast_food"," ,  "
"Mulabagilu Dosa Point","","","fast_food"," ,  "
"Eleven Bakehouse","","","cafe"," ,  "
"Dhee Hospital","","https://dheehospitals.com/","hospital"," Kanakapura Road,  "
"Zudio","","https://www.zudio.com/","clothes"," Kanakapura Road,  "
"Sri Udupi Swaad","","","restaurant"," ,  "
"Medishop","","","pharmacy"," ,  "
"Apollo Pharmacy","","https://www.apollopharmacy.in/","pharmacy"," Holiday Village Resort Road, Off Kanakapura Road, Mallasandra, Bengaluru - 62,  "
"Sunrise Cafe","","","cafe"," ,  "
"Sherlock's Lounge & Kitchen, Nagarbhavi","","","pub"," ,  "
"Paakashala Heritage","08867302229","https://paakashala.com/","restaurant","469 Rajarajeshwari CMC, Sri BL Lekkegowda Nagara The Bharath Housing Co Operative, Society Ltd, Uttarahalli Hobli, Bengaluru 560061"
"Cool Land","","","fast_food"," ,  "
"New Mangalore Stores","","","convenience"," ,  "
"Wagh Bakri Tea Lounge","","","cafe"," ,  "
"Udupi Aaradhya","","","restaurant"," ,  "
"Coco's","","","bar"," Church Street,  "
"Easy Tiger","","","pub"," Church Street,  "
"89, 16th Cross,Margosaroad, Pragyashree Clinic","","","doctors"," ,  "
"Shastri Skin Clinic","","","clinic"," ,  "
"Sathya's Food Joint","","","fast_food"," ,  "
"Arista Health Clinic","","","clinic"," ,  "
"Shishu Clinic","","","doctors"," ,  "
"Sugar.Fit Diabetes Reversal Centre","","","clinic"," ,  "
"Kati Roll And Momos","","","fast_food"," ,  "
"Crazy Bites","","","cafe"," ,  "
"Sri Rajrajeshwari Iyer Mess","","","restaurant"," ,  "
"Royal Challenge Cotton Export","","","clothes"," ,  "
"Women's Wear","","","clothes"," ,  "
"Sarvam Upahara","","","restaurant"," ,  "
"Vaidyaratnam Oushadhasala Ayurvedic Clinic","","","clinic"," ,  "
"Golden Glam Costume Rental Company","","","clothes"," ,  "
"Yashvini Ayurveda","","","pharmacy"," ,  "
"Giriram Foods ,Dairy Products And Edible Oil","","","supermarket"," ,  "
"Homeocare International","","","clinic"," ,  "
"Good Colors","","","clothes"," ,  "
"Arvind Store","","","clothes"," ,  "
"Preethi Textiles","","","clothes"," ,  "
"Arunodaya Apparel","","","clothes"," ,  "
"Udupi Gardens","","","restaurant"," ,  "
"Varmilan","","","clothes"," ,  "
"Temple Health Clinic","+91 96325 87814","","clinic"," ,  "
"Tata MD","","","clinic","07 Whitefield Main Road,  "
"Garner's Bakery","","","bakery"," ,  "
"QI Spine Clinic","","","clinic"," ,  "
"Amani Sarees","","","clothes"," ,  "
"Sai Thunga Hospitals","","","hospital"," ,  "
"Susswadu","","","restaurant"," ,  "
"Chimi's","","","restaurant"," ,  "
"Keshava Polyclinic","","","clinic"," ,  "
"Mandya Cafe","","","cafe"," ,  "
"The Fresh Greens","","","convenience"," ,  "
"Marudhar Furnishing","","","furniture"," ,  "
"Bramhalingeshwara Canteen","","","fast_food"," ,  "
"C. G. Imex Corporation","","","clothes","33 AS Char Street,  "
"Chitra Dental Care","","","dentist"," ,  "
"Malgudi Amrutha Chaha","","","cafe"," Swamy Vivekanandha Road, Doddakallasandra 560062"
"Santhosh Punjabi Dhaba","","","fast_food"," ,  "
"Tuk Tuk Thai","+91 080 48526265","https://www.tuktukthai.in/","restaurant"," ,  560095"
"MDP Medicals","","","pharmacy"," ,  "
"Nithya Garments","","","clothes"," ,  "
"Sri Sai Designer Boutique","","","clothes"," ,  "
"J24 Essentials","+91 74119 62517","","convenience"," ,  "
"Venkatadri Home Needs","","","convenience"," ,  "
"SLV Real Estate Agency","","","estate_agent"," ,  "
"Thunga Dresses","","","clothes"," ,  "
"Juicy N Spicy","","","fast_food"," ,  "
"Chaitanya Clinic","","","clinic"," ,  "
"Dhatri Ayurdhama","","","clinic"," ,  "
"Desi Store","","","clothes"," ,  "
"Sozo Skyline","","","restaurant"," ,  "
"Lucky Chan","","https://luckychan.dotpe.in/","restaurant"," Kanakapura Road, Bangalore "
"Preity's Silks","","","clothes"," ,  "
"Shivani Organics","","","supermarket"," ,  "
"Harish Dental Clinic","","","dentist"," ,  "
"Rajajinagar Bakery","","","bakery"," ,  "
"Prasad Ortho Care","+91 96636 11405","","clinic"," ,  "
"Avikova Clinics","","","clinic"," ,  "
"Chamundi Tiffins","","","fast_food"," ,  "
"Fast Fashion","","","clothes"," ,  "
"Majaa Thindi","","","fast_food"," ,  "
"Bites & Beverages","","","fast_food"," ,  "
"Khadim","","","clothes"," ,  "
"Green City Supermarket","","","supermarket"," ,  "
"Sri Ramdev Chemist","","","pharmacy"," ,  "
"Esha Hospital","","","hospital"," ,  "
"Organic Health Labs","","","pharmacy"," ,  "
"Dolcé Café","","","cafe"," ,  "
"IKEA Restaurant","","","restaurant"," ,  "
"Ishtaa","","https://www.ishtaa.in/","restaurant","60 30th Cross Road, Bengaluru 560011"
"idylll","","","restaurant"," ,  "
"Amma & Appa Idli Stall","","","fast_food"," ,  "
"New Bright Pharma","","","pharmacy"," ,  "
"Karnataka Medicals","","","pharmacy"," ,  "
"UDC Dental Clinic","","","dentist"," ,  "
"Ravi Bar and Restaurant","","","bar"," ,  "
"Pradhana Manthri Bharathiya Jan Aushadhi Kendra","","","pharmacy"," ,  "
"Sri Udupi Park Cafe","","","restaurant"," ,  "
"Dezy","","","dentist"," ,  "
"Olive Mart Supermarket","","","supermarket"," ,  "
"Chirag Global Hospital","","","hospital"," ,  "
"Ganesh Medicals","","","pharmacy"," 24th Main Road, Bangaluru 560102"
"4 Senses Advanced Skin, Hair & ENT Clinic","","","doctors","2444 13th Main Road, Bengaluru 560092"
"Aditya Kids Clinic","","","clinic"," ,  "
"Victory Homeo Speciality Clinic","","","clinic"," ,  "
"Sri Sri Sri Vengamamaba real estate","","","estate_agent"," ,  "
"Nandha Palace","","","restaurant"," ,  "
"Royal Chef Biriyani RCB","","","restaurant"," ,  "
"Shri Raghavendra Bakery","","","bakery"," ,  "
"Sri Annapoornaswari Rice Traders","","","convenience"," ,  "
"Dr. B K Mudhusudhan Neurology Superspeciality","","","clinic"," ,  "
"Bhubaneswari Hotel","","","restaurant"," ,  "
"Hotel Lasara","","","restaurant"," ,  "
"The Punjabi Rasoi - Authentic Punjabi Khana","","","restaurant"," ,  "
"Apollo Diagnostics","","","clinic"," ,  "
"Cubbonpete Donne Biriyani","","","restaurant"," ,  "
"Aishwarya health care centre","+919448104831","","clinic","187 ,  "
"Hotel Jagannath","","","restaurant"," ,  "
"Kadal Machili","","","restaurant"," ,  "
"Sahashra Consultance and Services","","","estate_agent"," ,  "
"New Punjabi Pure Veg Restaurant","","","restaurant"," ,  "
"Neelameghaa constructions","","","estate_agent"," ,  "
"Shalom Dental Clinic","","","dentist"," ,  "
"4 Sense Skin, Hair And ENT Clinic","","","clinic"," ,  "
"Hotel Raanga","","","restaurant"," ,  "
"Shri Manjunatha Upahara","","","restaurant"," ,  "
"Takshati Vastra Designing House","","","clothes"," ,  "
"Jana's Boutique","","","clothes"," ,  "
"Ajji Hotel","","","restaurant"," ,  "
"Balaji Gowdru Hotel","","","restaurant"," ,  "
"Udupi Aatithya","","","restaurant"," ,  "
"Hello Indore","","","restaurant"," ,  "
"Impressions Dental","","","dentist"," ,  "
"Disha Hyderabad Irani Tea","","","cafe"," ,  "
"Archish Fertility & IVF","","","clinic"," ,  "
"Mahalaxmi Medical & General Store","","","pharmacy"," ,  "
"Manipal Hospital OPD","18001025555","","hospital"," ,  "
"DJ Bar And Family Restaurant Pub","","","pub"," ,  "
"Metropolis The Pathology Specialist","+91 99160 35248","","doctors"," ,  "
"Pradhan mantri bharatiya jan aushadh kendra","+919741602399","","pharmacy","459/7 11cross,  "
"Mother And Heart Care","","","clinic"," ,  "
"Go Naturals Fresh Cane Juice","","","fast_food"," ,  "
"Pitambara Restaurant","","","restaurant"," ,  "
"Manju Bar & Restaurant","","","bar"," ,  "
"Sanjivani Clinic","","","clinic"," ,  "
"Shaambhavi","","","restaurant"," ,  "
"Ekdanta Dental Wellness","","","clinic"," ,  "
"Glow up Skin, Hair & Laser clinic","","","clinic"," ,  "
"Sanjeevini Dental","","","dentist"," ,  "
"Partha dental","","","dentist"," ,  "
"Healing hands","","","clinic"," ,  "
"Welcare","","","sports"," ,  "
"Omega IX","","","bar"," ,  "
"Sukhibhava ayurvedic Clinic","","","clinic"," ,  "
"Dr. B M Krupa Obstetrics And Gynaec Speciality","","","clinic"," ,  "
"Kritunga Restaurant And Take Awa","","","restaurant"," ,  "
"Mangalore Military Hotel","","","restaurant"," ,  "
"fika sip savor","","","cafe"," ,  "
"BubLee","","","cafe"," ,  "
"Food Palace Supermarket","","","supermarket"," 24th Main Road, Sector-2, HSR layout, Bengaluru 560102"
"Rukinder Kumar","","","clothes"," ,  "
"We Neighborhood Banaswadi","","https://weneighborhood.in/","pub"," Banaswadi Road, Bangalore 560033"
"Aposs Diagnostics Health Care Pvt Ltd","080 2648 3828","","clinic","133 ,  "
"Sri Laksmi Upahara","08197750435","","restaurant","31 4th Cross,  "
"Bangalore Bakery And Sweets","","","bakery","268 8th Cross Road, Bengaluru 560076"
"Brahmin Tiffins and Coffee","07975356028","","restaurant"," ,  "
"Ashraya Mediacals","","","pharmacy","513 ,  "
"R R Dental Center","","","dentist","513 ,  "
"Ketaki kids care clinic","","","clinic"," ,  "
"Vijaya Medical Centre","","","clinic"," ,  "
"BreadCrumbs Bakery","","","bakery","989 ,  "
"Sundha Medicals","","","pharmacy"," ,  "
"The Living Room","","","cafe"," ,  "
"Shiv Sagar","08041251493","","restaurant","36 Mahatma Gandhi Road,  560001"
"Cake Land","","","bakery"," ,  "
"Selec Hypermart","","","supermarket"," ,  "
"Zodiac","","","clothes"," ,  "
"Galatta","","","restaurant"," ,  "
"PMC Hospital","","","hospital"," ,  "
"Spectrum Diagnostics","","","clinic"," ,  "
"Sukrith Medicals","","","pharmacy"," ,  "
"Cake Ninja","+91-8867259465","","bakery"," Channasandra, Bengaluru 560098"
"Mäki Pâtisserie","","https://airmenus.in/makipatisserie/","cafe","3754 11th Cross Road,  "
"Bunny Bar","","","bar","749 80 Feet Road, Bengaluru 560034"
"Eating Love","","https://eatinglove.co.in/","restaurant","69 9th Main Road, Bengaluru 560041"
"Roastea","","https://roastea.in/","cafe","612 80 Feet Road, Bengaluru 560034"
"Ouzo by Fire","","","restaurant","655 100 Feet Road, Bengaluru 560038"
"Ithaca","","","cafe"," ,  "
"Superdry","","https://www.superdry.com/","clothes"," , Bengaluru 560092"
"Ganapa Thatte Idli","","","fast_food"," ,  "
"New Varalakshmi Hospital","","","hospital"," ,  "
"Shift","","","bar"," ,  "
"North Star","","","cafe"," ,  "
"Kesari","","","restaurant"," ,  "
"Ayush Hyper Market","","","supermarket"," 24th Main Road, Sector-2, HSR Layout, Bengaluru 560102"
"Surana Chemist","","","pharmacy"," ,  "
"Health Green Pharma","","","pharmacy"," ,  "
"Dr. Elizabeth Alexander","","","dentist"," ,  "
"Ayodhya Sagar","","","fast_food"," ,  "
"Nammura Banasiga","","","restaurant"," 13th Cross Road, Teacher's Colony 5th Sector, Opposite Arogya Ahar takeaway, Jakkasandra, 1st Block Koramangala, HSR Layout, Bengaluru 560034"
"Shanti Medicals","","","pharmacy"," ,  "
"Save More","","","supermarket"," ,  "
"Fresh Signature","","","supermarket"," ,  "
"Green's Fresh Supermarket","","","supermarket","7 Arekere Main Road,  560076"
"Ramans cafe","","","restaurant"," ,  "
"Chulha Chauka Da Dhaba","","","restaurant"," ,  "
"Konkan Express","","","restaurant"," ,  "
"Dakshin Delicacy","","","restaurant"," ,  "
"Sri Balaji Medicals","","","pharmacy","5-3/1 24th Main Road,  560102"
"Asha Tiffins","","","restaurant"," ,  "
"Saptagiri Pharmacy","","","pharmacy"," ,  "
"Saptagiri Health Care","","","clinic"," ,  "
"Familiy Choice supermarket","","","supermarket"," ,  "
"BuildTrack","","","electronics"," ,  "
"Juice And Chats","","","fast_food"," ,  "
"NE Pharmacy","","","pharmacy"," ,  "
"Mon Cherie","","","clothes"," ,  "
"Zed The Baker","+91 6366435741","https://zedthebaker.com/","restaurant","1085 12th Main, Bengaluru 560008"
"natuf","","https://natuf.in/","cafe"," ,  "
"Ashirwad Supermarket","","","supermarket","18 Patalamma Road,  "
"Spring Dental Care","7892140084","","dentist"," Holiday Village Resort Road, Off Kanakapura Road, Mallasandra, Bengaluru,  "
"Bakers Delicious","","","bakery"," Holiday Village Resort Road, Off Kanakapura Road, Mallasandra,  "
"Darjeeling Hot Momos","8927878252","","fast_food"," ,  "
"Mataji Medical Store","","","pharmacy"," Kaggadasapura Main Road,  "
"Jai Durga Electro World","","","electronics"," ,  "
"Daysie","","https://daysie.in/","restaurant","148 Kenchenahalli Main Road, Bangalore 560098"
"God's own cafe","","","restaurant","72 4th cross 7th block,  "
"Sublime House of Tea","","","cafe"," Palace Road, Bengaluru 560001"
"Zed The Baker","","","cafe"," Palace Road, Bengaluru 560001"
"Starbucks","","","cafe"," Palace Road, Bengaluru 560001"
"Oncquest Laboratories","","","clinic"," ,  "
"Mahe Global Kitchen","","","restaurant"," ,  "
"Kathmandu Momos","","","fast_food"," 24th Main Road, JP Nagar 6th Phase, Puttenahalli, Bengaluru,  "
"Essentials Super market","","","convenience"," ,  "
"The Caffeine Baar","","https://www.thecaffeinebaar.com","cafe","1424/81 South End C Cross,  "
"Downsized","","","bakery"," ,  "
"Sri Vari Stationary & Conditiments","","","convenience"," ,  "
"Herbs & Spices","+91 9036691010","https://www.herbsnspices.in/","restaurant"," ,  "
"Naidu's Naati Cafe","","","fast_food"," ,  "
"Clinica Dental & Orthodontics","","","dentist"," ,  "
"Brahma Sri Sai Tea & Juice center","","","fast_food"," ,  "
"S L Gastro & Liver Clinic","","","doctors"," ,  "
"64 Chai Bar","","","cafe"," ,  "
"Ayutthaya cuisines of India","","","restaurant"," ,  "
"Kannu Ki Chai","","","cafe"," ,  "
"23rd Street Pizza","+91 99028 66933","","restaurant","19/1 Castle Street, Bengaluru 560025"
"TridENT Cares ENT Super Speciality Centre","","","doctors","404A Hennuru - Bagaluru Road,  "
"The Secret Garden","","","restaurant","24/4 Ferns City Road,  "
"Sri Ganesh Medicals & General Stores","+91 97423 97442","","pharmacy"," ,  "
"Chai Point","","","cafe","82 Outer Ring Road,  "
"The Ramanatheswaram Cafe","","","restaurant"," ,  "
"Teera","","","clothes"," ,  "
"Midas Daily Supermarket","","","supermarket"," ,  "
"Sri Ganjana Fruit Juice Centre","","","fast_food"," ,  "
"Rhema Reality","","","estate_agent"," ,  "
"Nataraj Chole Bhature","","","fast_food"," ,  "
"Bunnies Burgers Cafe","","","cafe"," ,  "
"Cyber Joint","","","internet_cafe"," ,  "
"Patil Katta","","","cafe"," ,  "
"Dalvakot Pharmacy","","","pharmacy"," ,  "
"Thyme - Wood Fired Pizzeria","","","restaurant"," ,  "
"Dr.Regish’s Dental care & implant Center","","","dentist"," ,  "
"Midas Touch","","","bakery"," ,  "
"Sachins Dental Clinic","+91 88614 46589","","doctors"," ,  "
"NBN Military Hotel","","","fast_food"," ,  "
"Manipal Clinics","","","clinic"," ,  "
"MG Donne Biryani","","","fast_food"," ,  "
"Sattva Fertility","","","clinic"," ,  "
"Sri Sreenivasa Medicals","","","pharmacy"," ,  "
"The Swastik Cafe","","","fast_food"," ,  "
"Shawarma House","","","fast_food"," ,  "
"Irani Chai","","","cafe"," ,  "
"Mr Rolls","","","fast_food"," ,  "
"Amma's Italian Pizza","","","fast_food"," ,  "
"Zafrani Chai","","","cafe"," ,  "
"The Palleti's Spice Villa","","","fast_food"," ,  "
"Ira Cafe","","","cafe"," ,  "
"Sai Sainidhi","","","estate_agent"," ,  "
"Thalassery Cafe","","","restaurant"," ,  "
"Yonex","","","sports"," ,  "
"The Noodle Theory","","","restaurant"," ,  "
"Kebarbiq","","","restaurant"," ,  "
"Vinayaka Condiments","","","bakery"," ,  "
"Soya Chaap Restaurant","","","restaurant"," ,  "
"Frisson Family Mart","","","convenience"," ,  "
"Kamath Thindi mane","","","bakery"," ,  "
"Reliance Digital","","","electronics"," Outer Ring Road,  560076"
"Fertilite IVF","","","clinic"," Outer Ring Road,  560076"
"Secrets Of Bengaluru","","","cafe"," ,  "
"Ramji Chaiwale","","","cafe"," Residency Road,  "
"Sanjay Punjabi Dhaba","","","restaurant"," ,  "
"RRR Royal Gardenia","","","restaurant"," ,  "
"Zudio","","","clothes"," Bannerghatta Road,  560076"
